tag,cores,run,numas,ccds,clock_GHz,runtime_s,bench_cycle_clock_GHz,warnings,exit,prec,theoretical_GFLOPs,measured_GFLOPs,pct_peak,flops_per_cyc_per_core,bench_GFLOPs
dp_fma,128,1,4,16,2.4105304000000003,1.6847,2.69629012,0,0,DP,9873.532518400001,9795.13,99.20593244359206,31.74589838194946,9789.84582
dp_fma,128,2,4,16,2.4108146,1.6847,2.696288569,0,0,DP,9874.6966016,9796.349,99.2065821891955,31.74610630054256,9789.67795
dp_fma,1,1,1,1,2.4110953,1.6745,2.696288346,0,0,DP,77.1550496,76.94861870000001,99.7324466757909,31.914382936253084,76.94873
dp_fma,1,2,1,1,2.4096401999999997,1.6748,2.696284088,0,0,DP,77.10848639999999,76.9359835,99.77628545435955,31.92841134539506,76.93606
dp_fma,256,1,8,32,2.414473,1.6925,2.696285877,0,0,DP,19779.362816,19518.97,98.68351261654716,31.578724037295096,19489.402550000003
dp_fma,256,2,8,32,2.4138121999999997,1.6943,2.696283326,0,0,DP,19773.949542399998,19519.71,98.71427029863281,31.5885664955625,19468.86411
dp_fma,32,1,1,4,2.4105079999999997,1.6811,2.696287111,0,0,DP,2468.3601919999996,2452.715,99.36617062409668,31.79717459971094,2452.63157
dp_fma,32,2,1,4,2.4113226,1.6805,2.696269334,0,0,DP,2469.1943424,2453.696,99.37233201397439,31.799146244471807,2453.5738199999996
dp_fma,8,1,1,1,2.4121615000000003,1.6738,2.696285778,0,0,DP,617.5133440000001,615.8261162,99.72677063315412,31.912566602609317,615.8253100000001
dp_fma,8,2,1,1,2.4118771999999997,1.6739,2.696289117,0,0,DP,617.4405631999999,615.8144813,99.73664154950035,31.915725295840108,615.81228
dp_fma_add,128,1,4,16,2.4119287,1.8298,2.696289178,0,0,DP,14818.889932799999,13530.51,91.30582696381117,43.826796942629365,13520.02599
dp_fma_add,128,2,4,16,2.4112728999999997,1.83,2.695165007,0,0,DP,14814.860697599997,13527.81,91.31243469735426,43.829968654730045,13518.31451
dp_fma_add,1,1,1,1,2.4125614,1.8132,2.696290045,0,0,DP,115.8029472,106.5903721,92.04461084734811,44.18141320672709,106.59053
dp_fma_add,1,2,1,1,2.4111,1.8153,2.695206694,0,0,DP,115.7328,106.4690027,91.99552996211965,44.15785438181744,106.46909
dp_fma_add,256,1,8,32,2.4132169,1.8392,2.696291807,0,0,DP,29653.6092672,26967.91,90.94309484218279,43.65268552424774,26902.13691
dp_fma_add,256,2,8,32,2.4142638,1.834,2.696290737,0,0,DP,29666.4735744,27043.12,91.15717758694528,43.75544524173373,26978.20123
dp_fma_add,32,1,1,4,2.4126485,1.825,2.696287705,0,0,DP,3705.828096,3388.928,91.4486023692773,43.89532913725311,3388.8637200000003
dp_fma_add,32,2,1,4,2.4138287999999997,1.8219,2.696288245,0,0,DP,3707.6410367999997,3394.788,91.561938340449,43.94973040341553,3394.64768
dp_fma_add,8,1,1,1,2.4127273,1.8144,2.696292835,0,0,DP,926.4872831999999,852.1876093,91.9804971695482,44.15063864138314,852.18659
dp_fma_add,8,2,1,1,2.4120692,1.8143,2.696294648,0,0,DP,926.2345728,852.2204886000001,92.00914256782103,44.1643884325541,852.22113
sp_avx512,128,1,4,16,2.4116356,2.0083,2.695258664,0,0,SP,19756.1188352,16437.76,83.20338694618705,53.25016764555971,16424.83241
sp_avx512,128,2,4,16,2.411491,2.007,2.696285977,0,0,SP,19754.934272,16444.15,83.24072241185539,53.27406234358744,16435.309269999998
sp_avx512,1,1,1,1,2.4106769,1.9934,2.695305873,0,0,SP,154.2833216,129.2767769,83.79180300199084,53.626753921274144,129.27686
sp_avx512,1,2,1,1,2.4113436000000004,1.9919,2.696295312,0,0,SP,154.32599040000002,129.37361,83.83138165170654,53.652084257092184,129.37374
sp_avx512,256,1,8,32,2.4141711,2.0112,2.695201574,0,0,SP,39553.7793024,32874.22,83.11271534552274,53.19213782113455,32801.80636
sp_avx512,256,2,8,32,2.414042,2.0109,2.696289086,0,0,SP,39551.664128,32878.88,83.12894216939887,53.20252298841528,32807.101780000005
sp_avx512,32,1,1,4,2.4139161,2.0004,2.696290189,0,0,SP,4943.7001728,4122.534,83.38964451529613,53.36937248978952,4122.42351
sp_avx512,32,2,1,4,2.4132237,1.9999,2.696286079,0,0,SP,4942.2821376,4123.517,83.43346019501838,53.397414524811765,4123.38401
sp_avx512,8,1,1,1,2.4134712,1.9908,2.696285623,0,0,SP,1235.6972544,1035.578,83.80515505012035,53.63529923207702,1035.5763100000001
sp_avx512,8,2,1,1,2.412441,1.9917,2.696289264,0,0,SP,1235.169792,1035.115,83.80345817265584,53.63421323049973,1035.11408
sp_avx512_fma,128,1,4,16,2.4114164000000002,1.6849,2.696287394,0,0,SP,19754.323148800002,19583.7,99.13627438654932,63.44721560739157,19577.35866
sp_avx512_fma,128,2,4,16,2.4115037999999998,1.6871,2.696285607,0,0,SP,19755.039129599998,19567.64,99.05138568255626,63.392886836836006,19551.85555
sp_avx512_fma,1,1,1,1,2.4107467000000002,1.6745,2.696295304,0,0,SP,154.28778880000002,153.8975131,99.74704692896601,63.83811003453825,153.89764000000002
sp_avx512_fma,1,2,1,1,2.4122310000000002,1.6735,2.696293692,0,0,SP,154.38278400000002,153.9887397,99.74476150138605,63.83664736088707,153.9889
sp_avx512_fma,256,1,8,32,2.4143627000000003,1.6935,2.696285553,0,0,SP,39556.918476800005,39052.39,98.72455060649906,63.1837123881594,38954.55597
sp_avx512_fma,256,2,8,32,2.414442,1.6943,2.696290243,0,0,SP,39558.217728,39034.01,98.67484492955566,63.15190075491563,38937.56345
sp_avx512_fma,32,1,1,4,2.4096806,1.6814,2.696289842,0,0,SP,4935.0258688,4904.724,99.38598358740988,63.60702949594232,4904.50065
sp_avx512_fma,32,2,1,4,2.410247,1.6827,2.696287327,0,0,SP,4936.185856,4900.976,99.28669914328282,63.543487451701004,4900.78399
sp_avx512_fma,8,1,1,1,2.4109965,1.675,2.696290792,0,0,SP,1234.430208,1230.762,99.70284200951764,63.809818886091286,1230.76242
sp_avx512_fma,8,2,1,1,2.4101477,1.6745,2.696289611,0,0,SP,1233.9956224,1231.201,99.7735306066512,63.85505958825677,1231.19778
sp_scalar,128,1,4,16,2.4114529,1.7167,2.696288695,0,0,SP,1234.6638848,640.7964647,51.90047855038709,2.076019142015484,640.4915100000001
sp_scalar,128,2,4,16,2.4124032000000004,1.7178,2.69628529,0,0,SP,1235.1504384000002,640.6889974,51.87133303615559,2.074853321446224,640.08796
sp_scalar,1,1,1,1,2.4112197,1.7038,2.696286193,0,0,SP,9.6448788,5.0415475999999995,52.27175690377778,2.090870276151111,5.04155
sp_scalar,1,2,1,1,2.4107975,1.7045,2.69625292,0,0,SP,9.64319,5.0395481,52.26017635243109,2.090407054097244,5.03955
sp_scalar,256,1,8,32,2.4140287,1.7229,2.696287669,0,0,SP,2471.9653888,1279.407,51.75667126233835,2.070266850493534,1276.33541
sp_scalar,256,2,8,32,2.4144036,1.7219,2.696287543,0,0,SP,2472.3492864,1280.304,51.78491595191459,2.0713966380765836,1277.09221
sp_scalar,32,1,1,4,2.409152,1.7166,2.696287821,0,0,SP,308.371456,160.1311853,51.928018039386885,2.0771207215754752,160.12767000000002
sp_scalar,32,2,1,4,2.4095212,1.7178,2.696286849,0,0,SP,308.4187136,160.0210216,51.884342468121886,2.0753736987248756,160.01492000000002
sp_scalar,8,1,1,1,2.4126559000000003,1.7049,2.696288755,0,0,SP,77.20498880000001,40.307963799999996,52.209014503477256,2.0883605801390903,40.30799
sp_scalar,8,2,1,1,2.4102079,1.7068,2.696286889,0,0,SP,77.1266528,40.2617471,52.20211903193081,2.0880847612772326,40.26177
