tag,cores,run,numas,ccds,clock_GHz,runtime_s,bench_cycle_clock_GHz,warnings,exit,prec,theoretical_GFLOPs,measured_GFLOPs,pct_peak,flops_per_cyc_per_core,bench_GFLOPs
dp_fma,192,1,8,24,1.8971258,1.0749,2.396371873,0,0,DP,5827.9704576,5766.759,98.9496951289419,15.831951220630703,5754.06494
dp_fma,192,2,8,24,1.8966646,1.0753,2.395913417,0,0,DP,5826.5536512,5763.72,98.92159834163616,15.827455734661786,5751.78543
dp_fma,1,1,1,1,1.8971255,1.0673,2.396376136,0,0,DP,30.354008,30.181432,99.43145564170636,15.909032902673019,30.18159
dp_fma,1,2,1,1,1.8969092,1.0667,2.396377464,0,0,DP,30.3505472,30.1979558,99.4972367417481,15.919557878679695,30.19808
dp_fma,24,1,1,3,1.8971388999999999,1.0679,2.396261473,0,0,DP,728.5013375999999,723.9956616,99.38151438199911,15.90104230111986,723.96256
dp_fma,24,2,1,3,1.8971358,1.0681,2.396353404,0,0,DP,728.5001472,723.8539845,99.36222899640343,15.897956639424548,723.81835
dp_fma,8,1,1,1,1.8971203,1.0671,2.396376481,0,0,DP,242.8313984,241.48449,99.44533186034644,15.911253097655429,241.48454999999998
dp_fma,8,2,1,1,1.8971255,1.0673,2.395992482,0,0,DP,242.832064,241.4601662,99.43504256505435,15.909606810408695,241.46025
dp_fma,96,1,4,12,1.8970951,1.0699,2.3963727,0,0,DP,2913.9380736000003,2891.001,99.2128496549804,15.874055944796863,2890.2326000000003
dp_fma,96,2,4,12,1.8970962,1.0698,2.395875315,0,0,DP,2913.9397632,2891.343,99.22452881540745,15.875924610465193,2890.7572200000004
dp_fma_add,192,1,8,24,1.8971438,1.0773,2.396371217,0,0,DP,8742.0386304,8630.122,98.71978796786809,23.692749112288343,8611.486630000001
dp_fma_add,192,2,8,24,1.8970705,1.0762,2.396373923,0,0,DP,8741.700864,8636.268,98.7939090385237,23.710538169245684,8620.1764
dp_fma_add,1,1,1,1,1.8971183,1.0679,2.396375836,0,0,DP,45.5308392,45.2443436,99.37076582590201,23.848983798216484,45.24453
dp_fma_add,1,2,1,1,1.8965499,1.0675,2.396380185,0,0,DP,45.517197599999996,45.2610843,99.43732629971932,23.864958311932632,45.261269999999996
dp_fma_add,24,1,1,3,1.8969377,1.0681,2.396370718,0,0,DP,1092.6361152,1085.765,99.37114331986527,23.849074396767662,1085.71671
dp_fma_add,24,2,1,3,1.8971058,1.0681,2.396370834,0,0,DP,1092.7329408,1085.777,99.3634363401814,23.847224721643535,1085.72105
dp_fma_add,8,1,1,1,1.8971168999999999,1.0678,2.396380614,0,0,DP,364.24644479999995,362.0196224,99.38864951688886,23.853275884053325,362.02
dp_fma_add,8,2,1,1,1.8971230000000001,1.0677,2.396375283,0,0,DP,364.247616,362.040603,99.39408992590359,23.85458158221686,362.03297
dp_fma_add,96,1,4,12,1.8971798,1.0749,2.396052074,0,0,DP,4371.1022592,4315.809,98.73502709565712,23.696406502957707,4315.32727
dp_fma_add,96,2,4,12,1.8971567,1.0705,2.395624649,0,0,DP,4371.0490368,4334.307,99.15942290990863,23.79826149837807,4333.174349999999
sp_avx512,192,1,8,24,1.8969928,1.2163,2.396372742,0,0,SP,11655.123763200001,10189.25,87.42292408916012,27.97533570853124,10169.59755
sp_avx512,192,2,8,24,1.8963267000000001,1.216,2.396367458,0,0,SP,11651.0312448,10192.82,87.48427315864578,27.994967410766648,10172.36907
sp_avx512,1,1,1,1,1.8971095,1.2118,2.396381177,0,0,SP,60.707504,53.1637828,87.57365942767142,28.023571016854852,53.163959999999996
sp_avx512,1,2,1,1,1.8971182,1.2205,2.396375602,0,0,SP,60.7077824,52.7838284,86.94738353677698,27.823162731768637,52.783970000000004
sp_avx512,24,1,1,3,1.8971259999999999,1.2122,2.396377084,0,0,SP,1456.9927679999998,1275.534,87.54566446825358,28.014612629841142,1275.50317
sp_avx512,24,2,1,3,1.8971213,1.2119,2.396377464,0,0,SP,1456.9891584,1275.881,87.56969759480677,28.022303230338164,1275.8432
sp_avx512,8,1,1,1,1.8971222,1.2111,2.396372207,0,0,SP,485.6632832,425.57668440000003,87.62793052748526,28.040937768795285,425.57572
sp_avx512,8,2,1,1,1.8971235,1.2116,2.395968971,0,0,SP,485.663616,425.3838477,87.5881646649849,28.028212692795172,425.37202
sp_avx512,96,1,4,12,1.8970315,1.2168,2.396290881,0,0,SP,5827.680768,5083.673,87.23320995746073,27.91462718638743,5082.66995
sp_avx512,96,2,4,12,1.8971196,1.2142,2.396373703,0,0,SP,5827.9514112,5094.569,87.41612001447704,27.973158404632656,5093.58828
sp_avx512_fma,192,1,8,24,1.8971813,1.0757,2.396150209,0,0,SP,11656.2819072,11522.79,98.85476425276276,31.633524560884087,11498.65244
sp_avx512_fma,192,2,8,24,1.8970274,1.0719,2.396374701,0,0,SP,11655.3363456,11550.48,99.10035761739655,31.712114437566896,11539.43804
sp_avx512_fma,1,1,1,1,1.8971209,1.0667,2.39637397,0,0,SP,60.7078688,60.395524599999995,99.48549635133955,31.835358832428653,60.39575
sp_avx512_fma,1,2,1,1,1.8971232,1.0672,2.396371027,0,0,SP,60.7079424,60.3701135,99.44351778919788,31.82192569254332,60.37034
sp_avx512_fma,24,1,1,3,1.8971187,1.0678,2.396374795,0,0,SP,1456.9871616,1448.131,99.39215925620961,31.805490961987076,1448.05457
sp_avx512_fma,24,2,1,3,1.8971309,1.0677,2.396373254,0,0,SP,1456.9965312,1448.311,99.40387427052785,31.80923976656891,1448.19724
sp_avx512_fma,8,1,1,1,1.8967734,1.067,2.396376008,0,0,SP,485.5739904,483.0379135,99.47771566225966,31.83286901192309,483.03814
sp_avx512_fma,8,2,1,1,1.8971196,1.0672,2.396278639,0,0,SP,485.6626176,482.95089529999996,99.44164483702689,31.8213263478486,482.95225
sp_avx512_fma,96,1,4,12,1.8971353,1.0694,2.396374253,0,0,SP,5827.999641599999,5784.78,99.25841379104591,31.76269241313469,5783.392519999999
